Budget Case,Strategy Targets,Target TF_EQ,Target MR_EQ,Target MR_FX,Target Sum,Raw Equity End,Raw CAGR,Raw Sharpe,Raw Calmar,Raw Max DD %,Raw WorstDayDD,Raw Count Breach -5%,Raw Avg Gross Exposure %,Raw Max Gross Exposure %,Exposure Factor,Daily Cutoff,Grid N Iter,Grid Block Len,Grid Horizon Days,Grid Seed,P(Pass Challenge),P(Pass Verification | Challenge),P(Reach Payout | Verification),P(Reach Payout Overall),Median Days Challenge,Median Days Verification,Median Days Payout,Fail MaxDailyLoss %,Fail MaxLoss %,Fail HorizonEnded %,Avg Cutoff Hits / Sim,Mean Total Days To Payout,Median Total Days To Payout,P25 Total Days To Payout,P75 Total Days To Payout,P90 Total Days To Payout,Candidate Speed Rank Score
conservative_90_tf1p125_mreq1p25_mrfx7p625,"{""MR_EQ"": 1.25, ""MR_FX"": 7.625, ""TF_EQ"": 1.125}",1.125,1.25,7.625,10.0,1123802.1319941573,0.248995459062469,1.4292312941317407,1.3756421269946857,-18.100307789093385,-0.08013999767768255,9,147.4837235420918,955.3894426054612,0.85,-0.04,5000,20,1095,42,0.9034,0.9457604604826212,0.9770599250936329,0.8348,106.0,47.0,15.0,0.0534,0.1118,0.0,0.4362,223.89889793962627,199.0,138.0,281.0,380.0,0.8868907551509343
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.65,-0.04,5000,20,1095,42,0.9328,0.9451114922813036,0.9720961887477314,0.857,124.0,53.0,15.0,0.0312,0.1116,0.0002,0.3202,260.76242707117854,228.0,158.0,330.0,449.5999999999999,0.8848919323220537
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.65,-0.045,5000,20,1095,42,0.9326,0.945957538065623,0.9716617547041487,0.8572,126.0,53.0,15.0,0.032,0.1104,0.0004,0.127,263.2813812412506,230.0,160.0,335.0,452.0,0.8805265468968734
conservative_90_tf1p125_mreq1p25_mrfx7p625,"{""MR_EQ"": 1.25, ""MR_FX"": 7.625, ""TF_EQ"": 1.125}",1.125,1.25,7.625,10.0,1123802.1319941573,0.248995459062469,1.4292312941317407,1.3756421269946857,-18.100307789093385,-0.08013999767768255,9,147.4837235420918,955.3894426054612,0.8,-0.045,5000,20,1095,42,0.9104,0.9477152899824253,0.9796012980992118,0.8452,113.0,50.0,15.0,0.0694,0.0854,0.0,0.2926,235.40534784666352,209.0,147.0,294.0,397.0,0.8747606303833411
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.65,-0.04,5000,20,1095,42,0.9322,0.9427161553314739,0.9724624487938097,0.8546,126.0,53.0,15.0,0.0322,0.113,0.0002,0.3256,263.5108822841095,230.0,160.0,335.0,452.8000000000002,0.8697667942897261
conservative_90_tf1p125_mreq1p25_mrfx7p625,"{""MR_EQ"": 1.25, ""MR_FX"": 7.625, ""TF_EQ"": 1.125}",1.125,1.25,7.625,10.0,1123802.1319941573,0.248995459062469,1.4292312941317407,1.3756421269946857,-18.100307789093385,-0.08013999767768255,9,147.4837235420918,955.3894426054612,0.75,-0.045,5000,20,1095,42,0.9144,0.9520997375328084,0.9827705031013094,0.8556,124.0,55.0,15.0,0.062,0.0822,0.0002,0.1862,256.1699392239364,228.0,160.0,319.0,429.0,0.8627131519401589
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.75,-0.04,5000,20,1095,42,0.9032,0.9278122232063774,0.9670644391408114,0.8104,99.0,43.0,15.0,0.04,0.1496,0.0,0.4834,216.82650542941758,190.0,129.0,271.0,380.0,0.8442997364264561
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.75,-0.045,5000,20,1095,42,0.9022,0.9510086455331412,0.9776223776223776,0.8388,119.0,53.0,15.0,0.0586,0.1026,0.0,0.1776,245.61874105865522,218.0,154.0,305.0,414.0,0.8419771473533619
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.75,-0.035,5000,20,1095,42,0.9018,0.9254823685961411,0.9688473520249221,0.8086,100.0,43.0,15.0,0.0376,0.1538,0.0,0.7464,216.43705169428642,190.0,129.0,272.0,380.0,0.8396433707642839
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.9,-0.035,5000,20,1095,42,0.8856,0.9119241192411924,0.9526993561168895,0.7694,78.0,34.0,15.0,0.0252,0.2054,0.0,1.1306,174.9129191577853,151.0,106.0,222.0,300.0,0.8344117021055366
conservative_90_tf1p125_mreq1p25_mrfx7p625,"{""MR_EQ"": 1.25, ""MR_FX"": 7.625, ""TF_EQ"": 1.125}",1.125,1.25,7.625,10.0,1123802.1319941573,0.248995459062469,1.4292312941317407,1.3756421269946857,-18.100307789093385,-0.08013999767768255,9,147.4837235420918,955.3894426054612,0.85,-0.045,5000,20,1095,42,0.886,0.9437923250564334,0.9787132265008371,0.8184,103.0,46.0,15.0,0.0734,0.1082,0.0,0.2696,218.29374389051807,195.0,136.0,270.0,368.0,0.8333696402737046
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.8,-0.04,5000,20,1095,42,0.9054,0.9332891539650983,0.9701775147928994,0.8198,110.0,48.0,15.0,0.0536,0.1266,0.0,0.5538,227.4476701634545,202.0,142.0,284.0,385.0,0.8316428245913636
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.65,-0.045,5000,20,1095,42,0.9164,0.943692710606722,0.9703977798334875,0.8392,122.0,53.0,15.0,0.0508,0.1098,0.0002,0.1248,255.76453765490945,224.0,155.75,324.0,441.0,0.8263406558627261
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.9,-0.04,5000,20,1095,42,0.8818,0.9092764799274212,0.9523571963083063,0.7636,78.0,34.0,15.0,0.0252,0.2112,0.0,0.8182,174.4185437401781,151.0,106.0,222.0,299.0,0.8213716406495545
old_anchor_benchmark_tf1p125_mreq0p875_mrfx8p00,"{""MR_EQ"": 0.875, ""MR_FX"": 8.0, ""TF_EQ"": 1.125}",1.125,0.875,8.0,10.0,946239.2363078826,0.23374503047207473,1.433600596260109,1.297036559645833,-18.021468148584862,-0.08407567873928697,6,145.79889974710798,968.2966801338725,0.85,-0.045,5000,20,1095,42,0.8992,0.9441725978647687,0.9769140164899882,0.8294,111.0,49.0,15.0,0.078,0.0926,0.0,0.2876,235.85941644562334,209.0,144.0,296.0,399.0,0.8176754588859416
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.8,-0.035,5000,20,1095,42,0.9038,0.9331710555432617,0.9675124496087266,0.816,110.0,49.0,15.0,0.0522,0.1318,0.0,0.8634,229.64068627450982,203.0,142.0,286.0,388.0,0.8130642843137251
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.8,-0.04,5000,20,1095,42,0.8944,0.9177101967799642,0.9617446393762183,0.7894,93.0,40.0,15.0,0.044,0.1666,0.0,0.499,203.21104636432733,178.0,122.5,256.0,353.4000000000001,0.8111823840891816
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.8,-0.04,5000,20,1095,42,0.8928,0.9166666666666666,0.9608993157380255,0.7864,92.0,39.0,15.0,0.0504,0.1632,0.0,0.4908,200.33723296032554,175.0,120.0,252.25,347.0,0.8030489175991861
old_anchor_benchmark_tf1p125_mreq0p875_mrfx8p00,"{""MR_EQ"": 0.875, ""MR_FX"": 8.0, ""TF_EQ"": 1.125}",1.125,0.875,8.0,10.0,946239.2363078826,0.23374503047207473,1.433600596260109,1.297036559645833,-18.021468148584862,-0.08407567873928697,6,145.79889974710798,968.2966801338725,0.85,-0.04,5000,20,1095,42,0.8988,0.942367601246106,0.9749704840613932,0.8258,111.0,50.0,15.0,0.078,0.0962,0.0,0.4672,236.79341244853475,209.0,144.0,297.0,400.0,0.8027444688786631
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.8,-0.035,5000,20,1095,42,0.8958,0.9151596338468408,0.9609660892900708,0.7878,93.0,40.0,15.0,0.0426,0.1696,0.0,1.0186,203.83599898451385,178.0,122.0,257.0,356.0,0.8010240025387154
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.9,-0.035,5000,20,1095,42,0.8832,0.9107789855072463,0.9487817006464445,0.7632,79.0,34.0,15.0,0.0354,0.2014,0.0,1.148,177.12919287211741,153.0,107.0,225.0,304.0,0.7998970178197063
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.7,-0.04,5000,20,1095,42,0.9226,0.9243442445263386,0.9606003752345216,0.8192,114.0,48.0,15.0,0.0534,0.1272,0.0002,0.358,240.98046875,210.0,145.0,305.0,421.0,0.798368828125
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.85,-0.04,5000,20,1095,42,0.8912,0.928411131059246,0.9656756103456611,0.799,101.0,45.0,15.0,0.0626,0.1384,0.0,0.6576,212.78172715894868,189.0,132.0,266.0,361.0,0.7958696821026285
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.7,-0.04,5000,20,1095,42,0.9176,0.9248038360941587,0.9592269620551497,0.814,111.0,47.0,15.0,0.0558,0.1302,0.0,0.4132,237.16953316953317,207.0,142.0,299.0,411.0,0.789144167076167
old_anchor_benchmark_tf1p125_mreq0p875_mrfx8p00,"{""MR_EQ"": 0.875, ""MR_FX"": 8.0, ""TF_EQ"": 1.125}",1.125,0.875,8.0,10.0,946239.2363078826,0.23374503047207473,1.433600596260109,1.297036559645833,-18.021468148584862,-0.08407567873928697,6,145.79889974710798,968.2966801338725,0.75,-0.045,5000,20,1095,42,0.9048,0.9482758620689655,0.9797202797202798,0.8406,130.0,58.0,15.0,0.1002,0.059,0.0002,0.1918,267.2840827980014,238.0,167.0,335.0,448.0,0.7516717930049965
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.85,-0.045,5000,20,1095,42,0.875,0.9252571428571429,0.967391304347826,0.7832,98.0,44.0,15.0,0.0844,0.1324,0.0,0.4504,206.1299795709908,183.0,131.0,255.0,345.5,0.7453710510725232
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.8,-0.045,5000,20,1095,42,0.8816,0.9242286751361162,0.9690721649484536,0.7896,107.0,47.0,15.0,0.1046,0.1058,0.0,0.2684,221.43743667679837,197.0,139.0,273.0,373.0,0.7079224083080041
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.7,-0.045,5000,20,1095,42,0.9044,0.9195046439628483,0.9571909571909571,0.796,112.0,48.0,15.0,0.0774,0.1264,0.0002,0.2308,240.7861809045226,210.0,144.0,304.0,423.0,0.7065265477386935
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.85,-0.04,5000,20,1095,42,0.859,0.9080325960419092,0.9525641025641025,0.743,83.0,36.0,15.0,0.0672,0.1898,0.0,0.614,184.3399730820996,160.0,111.0,232.0,321.0,0.6948100672947511
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.7,-0.045,5000,20,1095,42,0.8984,0.9194122885129118,0.9556900726392252,0.7894,111.0,47.0,15.0,0.0804,0.1302,0.0,0.284,236.83607803394983,206.0,142.0,299.0,412.0,0.6928698049151254
old_anchor_benchmark_tf1p125_mreq0p875_mrfx8p00,"{""MR_EQ"": 0.875, ""MR_FX"": 8.0, ""TF_EQ"": 1.125}",1.125,0.875,8.0,10.0,946239.2363078826,0.23374503047207473,1.433600596260109,1.297036559645833,-18.021468148584862,-0.08407567873928697,6,145.79889974710798,968.2966801338725,0.9,-0.04,5000,20,1095,42,0.8762,0.927185574069847,0.9675036927621861,0.786,105.0,45.0,15.0,0.114,0.1,0.0,0.49,221.43893129770993,196.0,135.0,279.0,377.0,0.6855026717557253
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.85,-0.04,5000,20,1095,42,0.86,0.9079069767441861,0.9513319672131147,0.7428,84.0,37.0,15.0,0.0712,0.186,0.0,0.541,186.85110393107163,163.0,112.0,235.75,325.7000000000003,0.684662240172321
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.9,-0.04,5000,20,1095,42,0.8554,0.8968903436988543,0.944473409801877,0.7246,78.0,34.0,15.0,0.0782,0.1972,0.0,0.8028,173.7612475848744,150.0,106.0,221.0,297.0,0.653168881037814
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.75,-0.045,5000,20,1095,42,0.878,0.906378132118451,0.953757225433526,0.759,99.0,43.0,15.0,0.1002,0.1408,0.0,0.2598,216.15467720685112,190.0,129.5,269.0,377.0,0.6338153069828721
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.9,-0.04,5000,20,1095,42,0.845,0.912189349112426,0.9608199273482096,0.7406,92.0,41.0,15.0,0.1206,0.1388,0.0,0.6226,194.9481501485282,173.0,123.0,243.0,327.0,0.6076036246286796
conservative_90_tf1p125_mreq1p25_mrfx7p625,"{""MR_EQ"": 1.25, ""MR_FX"": 7.625, ""TF_EQ"": 1.125}",1.125,1.25,7.625,10.0,1123802.1319941573,0.248995459062469,1.4292312941317407,1.3756421269946857,-18.100307789093385,-0.08013999767768255,9,147.4837235420918,955.3894426054612,0.9,-0.04,5000,20,1095,42,0.8506,0.9153538678579826,0.9558181351143077,0.7442,96.0,43.0,15.0,0.126,0.1298,0.0,0.6838,203.50174684224672,180.0,126.0,254.0,345.0,0.5910076328943831
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.75,-0.045,5000,20,1095,42,0.8664,0.9014312096029548,0.9495518565941101,0.7416,97.0,43.0,15.0,0.1198,0.1386,0.0,0.2494,211.0636461704423,186.0,127.0,261.0,366.0,0.5748468845738943
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.85,-0.045,5000,20,1095,42,0.8486,0.9000707046900778,0.9355852317360566,0.7146,83.0,37.0,15.0,0.1122,0.1732,0.0,0.3974,185.04310103554437,160.0,111.0,232.0,319.0,0.565018247411139
old_anchor_benchmark_tf1p125_mreq0p875_mrfx8p00,"{""MR_EQ"": 0.875, ""MR_FX"": 8.0, ""TF_EQ"": 1.125}",1.125,0.875,8.0,10.0,946239.2363078826,0.23374503047207473,1.433600596260109,1.297036559645833,-18.021468148584862,-0.08407567873928697,6,145.79889974710798,968.2966801338725,0.9,-0.045,5000,20,1095,42,0.845,0.9176331360946746,0.966726850657725,0.7496,102.0,44.0,15.0,0.1626,0.0878,0.0,0.2516,213.46905016008537,190.0,132.0,266.0,363.3000000000002,0.5500113745997868
conservative_90_tf1p125_mreq1p25_mrfx7p625,"{""MR_EQ"": 1.25, ""MR_FX"": 7.625, ""TF_EQ"": 1.125}",1.125,1.25,7.625,10.0,1123802.1319941573,0.248995459062469,1.4292312941317407,1.3756421269946857,-18.100307789093385,-0.08013999767768255,9,147.4837235420918,955.3894426054612,0.9,-0.045,5000,20,1095,42,0.8374,0.9130642464771913,0.9542244310750719,0.7296,94.0,42.0,15.0,0.1684,0.102,0.0,0.2848,198.7253289473684,177.0,125.0,247.0,335.0,0.5207386776315791
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.8,-0.045,5000,20,1095,42,0.8528,0.8918855534709194,0.9337365237970023,0.7102,88.0,39.0,15.0,0.1336,0.1562,0.0,0.369,194.74063644043932,170.0,118.0,246.0,336.0,0.5064584088989018
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.85,-0.045,5000,20,1095,42,0.834,0.8971223021582734,0.9323710237904304,0.6976,81.0,36.0,15.0,0.148,0.1544,0.0,0.3818,179.50774082568807,156.0,109.0,225.0,307.0,0.49221264793577985
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.8,-0.045,5000,20,1095,42,0.85,0.892235294117647,0.9332805907172996,0.7078,89.0,40.0,15.0,0.1388,0.1534,0.0,0.3712,197.3732692851088,174.0,120.0,249.0,340.0,0.48745482678722807
balanced_85_tf1p125_mreq1p50_mrfx7p375,"{""MR_EQ"": 1.5, ""MR_FX"": 7.375, ""TF_EQ"": 1.125}",1.125,1.5,7.375,10.0,1258069.0952980234,0.25910586720528084,1.412411835486982,1.3342449488262853,-19.419662591431376,-0.07751591705850912,13,148.62186221599273,946.787699721225,0.9,-0.045,5000,20,1095,42,0.8142,0.90665684107099,0.9577350311568681,0.707,89.0,41.0,15.0,0.1696,0.1234,0.0,0.4252,189.05035360678926,167.0,120.0,235.0,313.5999999999999,0.47452211598302685
fastest_80_tf1p75_mreq1p00_mrfx7p25,"{""MR_EQ"": 1.0, ""MR_FX"": 7.25, ""TF_EQ"": 1.75}",1.75,1.0,7.25,10.0,1517800.441800059,0.2761007761025598,1.309753900500452,1.3161237270093746,-20.978329805659158,-0.10392725578754523,19,173.4397927353002,960.1819109868555,0.9,-0.045,5000,20,1095,42,0.812,0.8805418719211823,0.9376223776223777,0.6704,73.0,33.0,15.0,0.159,0.1706,0.0,0.3854,166.22613365155132,145.0,103.0,207.0,285.0,0.4327806658711217
aggressive_balanced_80_tf1p75_mreq0p875_mrfx7p375,"{""MR_EQ"": 0.875, ""MR_FX"": 7.375, ""TF_EQ"": 1.75}",1.75,0.875,7.375,10.0,1433218.3570036818,0.2708844392815477,1.303957511730984,1.2928806761914327,-20.952006188190463,-0.10414733929737638,17,172.88080390776608,964.5078895335809,0.9,-0.045,5000,20,1095,42,0.8046,0.8811831966194382,0.9331452750352609,0.6616,73.0,33.0,15.0,0.1726,0.1658,0.0,0.3886,167.30864570737606,145.5,103.0,209.0,287.0,0.3900423857315598
